question_id,ask_text,answer_1,answer_2,answer_3,answer_4,answer_5,right_answer,subject,source,theme,may_in_subway,have_photo,number_of_decisions,number_of_correct_decisions,photo_url
1637,"Если кривая Лаффера имеет отрицательный наклон, то это значит, что:",1) Увеличение доходов приведёт к уменьшению потребления товара  ,2) Увеличение налоговой ставки приведёт к снижению налоговых поступлений,3) Увеличение объёмов производства фирмы приведёт к снижению прибыли,4) Увеличение безработицы приведет к снижению инфляции,5) Такого не может быть,1,economics,SIB,government intervention,1,False,0,0,
1638,"Фирма-монополист на рынке плюшевых мишек с линейной кривой спроса производила 600 единиц товара, имея постоянные средние издержки. Государство собирается ввести налог по ставке t рублей за каждого проданного мишку. В результате этой меры:",1) Цена на рынке возрастет на t    ,2) Цена на рынке возрастет на t,3) Предельная выручка монополиста возрастет на 2t,4) Предельная выручка монополиста возрастет на t,5) Общие затраты монополиста взрастут на 600t,1,economics,SIB,government intervention,1,False,0,0,
1639,"Если шкала налога определена таким образом, что с дохода в 45 000 рублей взымается сумма налога в размере 5000, а с дохода в 60 000 рублей взымается сумма налога в размере 6000, то это:",1) прогрессивный налог    ,2) аккордный налог,3) регрессивный налог,4) паушальный налог,5) пропорциональный налог,2,economics,ZAKL,government intervention,1,False,0,0,
1640,"При директивном установлении на рынке максимальной цены, не выше которой производители помидоров могут их предлагать на рынке (""потолок цены""), на уровне выше равновесной цены, количество проданных помидоров:",1) уменьшится,2) увеличится,3) не изменится,"4) может увеличиться, а может и уменьшиться",5) не изменится при снижении их цены,2,economics,REG,government intervention,1,False,0,0,
1641,Какая мера государственного вмешательства на монопольном рынке некоторого товара не может привести к росту объёма продаж этого товара?,1) назначение фиксированного объёма выпуска  ,2) назначение максимальной цены ,3) назначение минимальной цены,4) принудительное разделение компании на несколько,,2,economics,REG,government intervention,1,False,0,0,
1642,"Функция спроса на товар X имеет вид Q^d = 16 − P , где Q-величина спроса на товар X, а P-цена единицы товара X. Предложение товара X задано функцией Q^s = P, где Q - величина предложения товара X. При какой цене имеет место дефицит товара X, равный 4:",1) 10.0,2) 8.0,3) 6.0,4) 4.0,5) нет верного ответа,2,economics,REG,government intervention,1,False,0,0,
1643,Функция предложения некоторого товара имеет вид Qs = 3P −4. Как изменится величина предложения товара при каждой цене после введения акцизного налога в размере 2:,1) уменьшится на 2,2) уменьшится на 4,3) уменьшится на 6,4) нет верного варианта ответа,,2,economics,SIB,government intervention,1,False,0,0,
1644,"Про какой из перечисленных ниже налогов можно утверждать, что всё налоговое бремя неизбежно ляжет на непосредственного плательщика этого налога?",1) Налог на прибыль предприятий ,2) Подоходный налог с населения ,3) Акциз,4) Ни про один из перечисленных налогов этого утверждать нельзя,,3,economics,ZAKL,government intervention,1,False,0,0,
1645,"На рисунке схематично изображено равновесие на рынке некоторого товара, который потребители рассматривают как нормальное благо. Какое из нижеприведённых изменений может переместить равновесие в точку В:",1) введение потоварного налога на потребителей данного блага   ,2) введение нижней границы цены,3) введение потолка цен ,4) рост доходов потребителей в силу снижения подоходного налога,5) нет верного ответа,3,economics,MUN,government intervention,1,True,0,0,
1646,На рынке совершенной конкуренции обратная функция спроса на товар имеет вид P = 8 − Q/2. Обратная функция предложения этого товара имеет вид P = 2+Q/4 . Введение потоварного налога по ставке t (с каждой проданной единицы продукции фирмы выплачивают налог в размере t) увеличило цену покупки товара в полтора раза. В этом случае:,1) t = 0.5,2) t = 1.5 ,3) t = 2 ,4)  t = 3,5) t = 6,3,economics,REG,government intervention,1,False,0,0,
1647,"На рынке товара Х величина спроса отрицательно зависит от цены, а величина предложения возрастает по цене. В настоящий момент рынок товара Х находится в равновесии, при этом равновесная цена равна 10 рублям за единицу, а объём продаж составляет 100 единиц. Правительство собирается ввести налог на товар Х, ставка налога составит 1 рубль с каждой проданной единицы. В результате доходы от рассматриваемого налога составят:",1) 1000 рублей  ,2) 100 рублей,3) более 1000 рублей ,4) менее 100 рублей,5) недостаточно информации,3,economics,REG,government intervention,1,False,0,0,
1648,"На рынке товара Х предложение описывается функцией Q = 2P + 40, где Q - количество единиц товара в штуках, а P - цена единицы товара в тугриках. Государство вводит налог на продавцов товара Х в размере t тугриков на каждую проданную единицу товара. Это значит, что новая функция предложения сдвинется вверх по оси цен и будет иметь вид:",1) Q = 2P + 40 + t,2) Q = 2P + 40 − t,3) Q = 2P + 40 + 2t,4) Q = 2P + 40 − 2t ,5) Q = 2(P/t) + 40,3,economics,SIB,government intervention,1,False,0,0,
1649,"На рынке картофеля рыночный спрос описывается функцией Qd = 2600 − 100P, а предложение Qs = 400P − 1400, где P - цена одного килограмма картофеля, руб., Q - количество картофеля, тонн. Если государство установит нижнюю границу цены равную 5 руб., то на рынке возникнет:",1) излишек 1400 тонн картофеля   ,2) дефицит 1400 тонн картофеля,3) дефицит 300 тонн картофеля,4) равновесие при объёме продаж 1800 тонн картофеля,,3,economics,SIB,government intervention,1,False,0,0,
1650,"Если возрастает ставка налога на прибыль предприятия, то:",1) кривая предельных затрат сдвинется вверх    ,2) кривая средних переменных затрат сдвинется вверх,3) кривая средних постоянных затрат сдвинется вверх,4) уменьшится выручка фирмы,5) неверно всё перечисленное,4,economics,REG,government intervention,1,False,0,0,
1651,"При введении аккордного налога на монополию все налоговое бремя ложится на производителя в случае, если. . .",1) спрос обладает постоянной эластичностью    ,2) спрос эластичен,3) спрос неэластичен,4) спрос абсолютно неэластичен,5) в любом случае,4,economics,REG,government intervention,1,False,0,0,
1652,"Мир состоит из двух стран страна И импортирует товар Т из страны Э. Внутренний рынок товара T каждой страны совершенно-конкурентный, и в каждой из стран функция спроса строго убывает, а функция предложения строго возрастает. Тогда при введении страной И импортной пошлины в размере 100 д.е. за единицу продукции:",1) цена товара в стране И повысится на 100 д.е.   ,2) цена товара в стране Э не изменится,3) потребители товара в стране И не пострадают,4) производители товара в стране Э не пострадают ,5) потребители товара в стране Э выиграют,4,economics,REG,government intervention,1,False,0,0,
1653,"На рынке товара Гамма спрос описывается уравнением QD = 2012/P, а функция предложения является линейной. Укажите, какое из событий может привести к увеличению равновесной выручки продавцов товара Гамма.","1) Введение потоварного налога, взимаемого с производителя товара Гамма  ","2) Введение потоварной субсидии, выплачиваемой производителям товара Гамма",3) Увеличение числа производителей на рынке товара Гамма ,"4) Установление государством минимальной цены (цены пола), по которой может продаваться товар Гамма",5) Ни одно из перечисленных выше событий,4,economics,REG,government intervention,1,False,0,0,
1654,К косвенным налогам относят:,1) Налог на прибыль ,2) Налог на землю,3) Налог на недвижимость,4) Транспортный налог,5) Акциз на бензин,4,economics,SIB,government intervention,1,False,0,0,
1655,"Если предложение задано функцией QS = 50P − 500, а спрос функцией QD = 4000 − 100P, то при введении количественного налога на производителей, отно163 шение доли налога, уплачиваемой продавцом к доле налога, уплачиваемой покупателем будет равно:",1) 01:02:00,2) 02:01:00,3) 01:03:00,4) 03:01:00,5) 04:01:00,1,economics,REG,government intervention,1,False,0,0,
1656,"На рынке импортных апельсинов, где предложение описывается функцией Qs(P) = −8 + 3P, а спрос - функцией Qd(P) = 80 − 5P, вводится потоварный налог на производителей. Как известно, изменение цены, происходящее в результате введения налога (налоговое бремя), распределяется между продавцом и покупателем. На сколько процентов меньше налога будут платить покупатели по сравнению с продавцами?",1) 0.1,2) 0.4,3) 0.67,4) 0.9,5) недостаточно информации для ответа,1,economics,VP,government intervention,1,False,0,0,
1657,Предприятие Х приобрело у поставщика продукцию за 240 тыс. рублей и продало своим покупателям за 300 тысяч рублей. Какой налог на добавленную стоимость (НДС) должно внести в бюджет предприятие Х (ставка НДС - 20%):,1) 10 тыс. рублей,2) 12 тыс. рублей,3) 30 тыс. рублей,4) 50 тыс. рублей,,0,economics,SIB,government intervention,1,False,0,0,
1658,"Пусть ценовая эластичность спроса для товара постоянна и по модулю равна 4. Известно, что кривая предложения данного товара-горизонтальна. Если правительство ввело налог на производителей товара в размере 0.5% от рыночной цены, то совокупные расходы потребителей на данный товар:",1) упали примерно на 2%  ,2) упали примерно на 1.5%,3) возросли примерно на 2%,4) возросли примерно на 4%,5) упали примерно на 3.5%,1,economics,REG,government intervention,1,False,0,0,
1659,"Шины Nokian производятся в России, а Continental - за рубежом. Что произойдет на рынке шин Nokian при снижении импортных пошлин на ввоз шин Continental?",1) российские потребители будут покупать меньше шин Continental   ,2) прибыль производителей Nokian увеличится ,3) объём продаж Nokian в России снизится,4) отечественные потребители шин проиграют от такой политики,5) зарубежные потребители шин Continental выиграют от такой политики,2,economics,SIB,government intervention,1,False,0,0,
1660,"Какой из перечисленных признаков характеризует и совершенную, и монополистическую конкуренцию?    ",1) большое количество фирм,2) невозможность влиять на цены,3) однородность товара,4) отсутствуют барьеры входа на рынок,,0,economics,,market structures,1,False,0,0,
1661,"Выберите фирмы, которые скорее всего принадлежат одному типу рыночных структур:",1) железные дороги и курьерские службы  ,2) Coca-cola и Land-Rover ,3) Центральный банк и коммерческие банки,"4) Репетитор Саша и онлайн школа ""Экономкиа""",,1,economics,,market structures,1,False,0,0,
1662,"Какой из перечисленных признаков характеризует и монополию, и монополистическую конкуренцию?",1) малое количество фирм  ,2) возможность влиять на цены ,3) однородность товара,4) высокие барьеры входа на рынок,,1,economics,,market structures,1,False,0,0,
1663,"Мировой рынок нефти, скорее всего, относится к следующему типу рыночной структуры:",1) монополистическая конкуренция  ,2) олигополия,3) совершенная конкуренция,4) монополия,,1,economics,,market structures,1,False,0,0,
1664,В точке MC=AC достигается равновесие:,1) на рынке совершенной конкуренции в краткосрочном периоде   ,2) на рынке совершенной конкуренции в долгосрочном периоде,3) на рынке монополии в краткосрочном периоде,4) на рынке монополии в долгосрочном периоде,,1,economics,ZAKL,market structures,1,False,0,0,
1665,Какое утверждение является правильным?,1) Бухгалтерская прибыль больше экономической прибыли на величину бухгалтерских издержек   ,"2) Экономическая прибыль равна бухгалтерской прибыли, если неявные издержки равны нулю ",3) Экономическая прибыль больше бухгалтерской прибыли на величину неявных издержек,"4) Экономическая прибыль равна нулю, если нормальная прибыль равна неявным издержкам","5) Экономическая прибыль равна нулю, если выручка от продаж больше общих явных издержек",1,economics,VP,market structures,1,False,0,0,
1666,"Какой из перечисленных признаков характеризует и монополию, и совершенную конкуренцию?",1) малое количество фирм  ,2) невозможность влиять на цены,3) однородность товара,4) высокие барьеры входа на рынок,,2,economics,,market structures,1,False,0,0,
1667,"На рынке со спросом Qd = 300 − 0.5P и издержками T C = 2Q^2 работает монополист. Насколько бы меньше была цена на рынке, если бы он вёл себя как совершенный конкурент:",1) 0.0,2) 25.0,3) 50.0,4) 75.0,,2,economics,,market structures,1,False,0,0,
1668,"Примерами монополистической конкуренции являются любые компании, за исключением:",1) рынок городских парикмахерских  ,2) рынок автосервсисов,3) рынок авиаперевозов,4) рынок по продаже овощей,,2,economics,,market structures,1,False,0,0,
1669,"Несмотря на то, что у фирмы «Мастер» довольно много конкурентов, владелец фирмы мог бы продавать свой товар, назначив более высокую цену. Однако он не делает этого, считая, что выбранные выпуск и цена обеспечивают фирме получение нормальной экономической прибыли. Предприниматель уверен, что изменив выпуск или цену, фирма будет нести убытки. К какому из перечисленных типов, скорее всего, относится структура рынка, на котором действует эта фирма?",1) монополия    ,2) олигополия,3) монополистическая конкуренция,4) совершенная конкуренция,5) невозможно определить по данному описанию,2,economics,VP,market structures,1,False,0,0,
1670,Рыночная власть может возникнуть или усилиться вследствие:,"1) приверженности товарной марке, возникающей у группы покупателей   ",2) заключения артельного соглашения между фирмами,3) поглощения фирмой своего основного конкурента,4) верно всё перечисленное,,3,economics,,market structures,1,False,0,0,
1671,На рынке монопсонии:,1) кривая отраслевого предложения в долгосрочном периоде представляет собой кривую средних переменных затрат    ,2) кривая спроса покупателя данного товара является кривой спроса всей отрасли,3) монопсонист не может влиять на цену товара путём изменения объёма покупок в отрасли,"4) вероятнее всего устанавливаются более низкие цены, чем на рынке, где существует конкуренция между покупателями",5) верно 2 и 4,3,economics,ZAKL,market structures,1,False,0,0,
1672,"Какой тип рынка из ниже перечисленных характеризуется множеством покупателей и продавцов, однородностью продукции и неспособностью отдельного продавца влиять на цену своей продукции?",1) Монопсония,2) Монополистическая конкуренция,3) Олигополия,4) совершенная конкуренция,,3,economics,REG,market structures,1,False,0,0,
1673,Что из нижеперечисленного верно для естественной монополии:,1) естественный монополист не заинтересован в выявлении государством реальной себестоимости своей продукции  ,2) естественная монополия может возникать в производствах с большой долей постоянных издержек в структуре общих затрат ,3) естественная монополия не запрещена законом,4) верно все вышеперечисленное,,3,economics,SIB,market structures,1,False,0,0,
1674,"Рынок цветочных букетов в Москве, скорее всего, представляет собой:",1) рынок совершенной конкуренции   ,2) монополистический рынок,3) олигополистический рынок,4) монополистически конкурентный рынок ,5) монопсонический рынок,3,economics,MOSH,market structures,1,False,0,0,
1675,"Предельные затраты конкурентной фирмы равны 5, а её предельная выручка равна 15 и снижается с ростом выпуска Q.",1) Поэтому конкурентная фирма будет увеличивать выпуск  ,2) Поэтому конкурентная фирма получает экономическую прибыль ,3) Верно «А» и «Б»,4) Такого быть не может,,3,economics,ZAKL,market structures,1,False,0,0,
1676,Какой из перечисленных ниже признаков не соответствует рынку монополистической конкуренции:  ,"1) товары, производимые в отрасли разными фирмами, являются близкими заменителями друг друга","2) неценовая конкуренция имеет, возможно, большее значение, чем ценовая",3) фирмы устанавливают цены на свой продукт выше предельных затрат на производство,4) барьерами входа в отрасль могут служить патенты и лицензии,5) всё перечисленное соответствует рынку монополистической конкуренции,4,economics,ZAKL,market structures,1,False,0,0,
1677,На краткосрочном временном интервале экономическую прибыль могут получать,"1) фирмы, действующие в условиях монополистической конкуренции   ","2) некоторые фирмы, действующие в условиях совершенной конкуренции","3) олигополисты, выпускающие дифференцированный товар","4) монополисты, осуществляющие ценовую дискриминацию ",5) все предыдущие утверждения верны,4,economics,ZAKL,market structures,1,False,0,0,
1678,Предельный доход не выше рыночной цены у:,1) монополистически конкурентных фирм ,2) фирм - монополистов ,"3) олигополистов, не участвующих в картеле ",4) совершенно конкурентных фирм ,5) верно всё перечисленное,4,economics,ZAKL,market structures,1,False,0,0,
1679,Рынки совершенной и монополистической конкуренции имеют общую черту:,1) выпускаются дифференцированные товары ,2) выпускаются стандартные товары ,3) каждая фирма сталкивается с горизонтальной кривой спроса на свой продукт ,4) рыночное поведение каждой фирмы зависит от реакции её конкурентов ,5) на рынке действует множество покупателей и продавцов,4,economics,REG,market structures,1,False,0,0,
1680,"Известно, что на рынке, где продавец не может повлиять на цену, все покупают товар по цене 20 ден. ед. Средние переменные издержки продавца всегда возрастают на 0,5 ден. ед. при увеличении производства товара на единицу, а их график проходит через точку w = 18, p = 21. Найдите прибыль продавца в краткосрочном периоде, если его постоянные издержки составляют 33 ден. ед.",1) 1.0,2) 32.0,3) 0.0,4) -33.0,5) -1.0,4,economics,VP,market structures,1,False,0,0,
1681,"Кривая предложения фирмы-монополиста, которая максимизирует прибыль, в краткосрочном периоде - это:",1) кривая предельных издержек  ,2) снижающаяся часть кривой средних издержек ,3) возрастающая часть кривой средних издержек,"4) часть кривой предельных издержек, расположенная выше кривой средних переменных издержек ",5) для фирмы в данной отрасли нельзя построить функцию предложения,4,economics,VP,market structures,1,False,0,0,
1682,"На экспертном совете ФАС в 2014 г. рассматривались ситуации, когда управляющие компании либо необоснованно препятствуют оператору связи в доступе в многоквартирный дом, либо устанавливают необоснованные требования по размещению оборудования связи, либо предъявляют необоснованные требования по демонтажу уже размещённого оборудования. Какую характеристику рынка описывают данные ситуации?",1) Конкурентные преимущества  ,2) Барьеры входа ,3) Дифференциация продукта,4) Ценовая дискриминация ,5) Экономия на масштабах,1,economics,REG,market structures,1,False,0,0,
1683,"Предельный доход от продаж для фирмы, работающей на рынке монополистической конкуренции:",1) равен цене товара,2) меньше цены товара,3) больше цены товара,4) не зависит от ценыы товара,,1,economics,ZAKL,market structures,1,False,0,0,
1684,На рынке монополистической конкуренции,1) отдельный продавец не может влиять на цену своей продукции   ,2) реклама не играет существенной роли,3) товары отличаются по исполнению и условиям продажи,4) верно всё вышеперечисленное,,2,economics,ZAKL,market structures,1,False,0,0,
1685,"В небольшом городе частно-практикующий врач лечит бедных людей за низкую плату. В то же время с пациентов, имеющих высокие доходы, он берет за лечение значительные суммы. Это пример:",1) ценовой дискриминации   ,2) превышения спроса над предложением,3) предложения с высокой эластичностью,4) неэффективного использования трудовых ресурсов,,0,economics,ZAKL,market structures,1,False,0,0,
1686,"Применение ценовой дискриминации, скорее всего",1) приведёт к уменьшению выигрыша покупателей  ,2) приведёт к уменьшению выигрыша продавцов ,"3) приведёт к уменьшению выигрыша как покупателей, так и продавцов","4) никак не повлияет ни на выигрыш продавцов, ни на выигрыш покупателей",,0,economics,ZAKL,market structures,1,False,0,0,
1687,"Вы собрались совершить путешествие на автобусе по городам, входящим в Золотое Кольцо России. Выяснилось, что такие услуги в Вашем городе оказывает только фирма “Веникс”. Кроме того, в городе действует фирма “Золотой сплав”, организующая круизы на теплоходе по городам Кольца. Фирма “Веникс”",1) является монополистом на рынке экскурсий по Золотому Кольцу  ,2) действует на рынке типа олигополии с дифференцированным продуктом,3) действует на рынке типа совершенной конкуренции ,4) может служить примером естественной монополии,,1,economics,ZAKL,market structures,1,False,0,0,
1688,В рамках картеля квота каждой фирмы. . .,1) выбирается самой фирмой самостоятельно    ,"2) тем выше, чем ниже предельные издержки фирмы","3) тем ниже, чем ниже предельные издержки фирмы","4) тем выше, чем выше постоянные издержки фирмы","5) тем ниже, чем выше постоянные издержки фирмы",1,economics,REG,market structures,1,False,0,0,
1689,Какая из черт монополистической конкуренции указана неточно?,1) Много покупателей,2) Один продавец,3) Дифференцированнный продукт,4) Большое значение имеет реклама,5) нет верного ответа,1,economics,REG,market structures,1,False,0,0,
1690,Экономическим барьером для вступления нового производителя на рынок легковых автомобилей является:,1) необходимость получения государственной лицензии на осуществление этого вида деятельности ,2) коррумпированность государственных чиновников ,3) необходимость осуществления больших инвестиций для организации масштабного производства ,"4) отсутствие специалистов, обладающих необходимой квалификацией",,2,economics,SIB,market structures,1,False,0,0,
1691,"Конкурентная фирма, максимизирующая прибыль, реализует свою продукцию по 20 долл. за единицу и покупает некий ресурс по цене 50 долл. Следовательно, предельная доходность данного ресурса равна",1) 2.5 долл,2) 0.4 долл,3) 20 долл,4) 50 долл,5) 1000 долл,3,economics,MUN,market structures,1,False,0,0,
1692,Примером естественной монополии является:,1) Компания АЛРОСА (Алмазы Россия-Саха),2) Картель ОПЕК ,3) Сбербанк,4) РЖД (Российские железные дороги) ,5) нет верного ответа,3,economics,MUN,market structures,1,False,0,0,
1693,На каком из рынков самые низкие барьеры для входа?,1) на рынке жилищного строительства в г. Москве   ,2) на рынке жилищного строительства в г. Новосибирске,3) на рынке услуг сотовой связи,"4) на рынке услуг по закачке на мобильные телефоны мелодий, картинок, гороскопов и.т.п",,3,economics,SIB,market structures,1,False,0,0,
1694,В долгосрочном периоде положительную бухгалтерскую прибыль могут получать:,"1) фирмы, действующие в условиях монополистической конкуренции  ","2) фирмы, действующие в условиях совершенной конкуренции","3) фирмы, действующие в условиях олигополии ",4) монополисты в условиях государственного регулирования цен на свою продукцию ,5) все предыдущие утверждения верны,4,economics,ZAKL,market structures,1,False,0,0,
1695,Ценовая дискриминация:,1) невозможна в условиях совершенной конкуренции  ,2) возможна в условиях монополистической конкуренции,3) возможна в условиях олигополии ,4) возможна в условиях монопсонии ,"5) верно всё, перечисленное выше",4,economics,ZAKL,market structures,1,False,0,0,
1696,При данном объёме производства цена товара меньше средних переменных затрат. Фирме:,1) следует увеличить выпуск  ,2) следует уменьшить выпуск,3) не следует менять выпуск,4) следует прекратить производство ,5) недостаточно информации для принятия решения об изменении объёма выпуска,4,economics,MUN,market structures,1,False,0,0,
1697,"Что характерно для монополии, но не характерно для монополистической конкуренции?",1) Кривая спроса на продукцию фирмы имеет отрицательный наклон   ,"2) Цена продукции выше, чем в условиях совершенной конкуренции ","3) Выпуск в отрасли ниже, чем в условиях совершенной конкуренции",4) Отсутствие кривой предложения,"5) Фирма производит продукт, не имеющий близких заменителей",4,economics,MUN,market structures,1,False,0,0,
1698,"Постоянные затраты конкурентной фирмы равны 2000 руб., а выручка составляет 1000. На основании данной информации можно сделать вывод, что:",1) фирма должна прекратить производство   ,"2) фирма должна продолжить производство, но увеличить выпуск ","3) фирма должна продолжить производство, но уменьшить выпуск",4) фирма должна увеличить цену своей продукции,5) приведённой информации недостаточно для принятия решений,4,economics,REG,market structures,1,False,0,0,
1699,Общие затраты на производство монополистически конкурентной фирмы зависят от выпуска: TC = 10Q^2 + 5Q + 20. Прибыль фирмы максимальна при цене 125 рублей. Оптимальный объём производства:,1) больше 6 единиц   ,2) меньше 6 единиц,3) равен 6 единицам ,4) равен нулю,5) определённо сказать нельзя,1,economics,ZAKL,market structures,1,False,0,0,
1700,"Если при изготовлении продукта имеет место отрицательный эффект масштаба, то в долгосрочном периоде этот продукт, скорее всего, будет производится. . .",1) сравнительно небольшим количеством фирм примерно одинакового размера   ,2) большим количеством малых фирм,3) монополистом,4) несколькими крпуными фирмами,,1,economics,SIB,market structures,1,False,0,0,
1701,"Рассмотрите рынок, на котором функция спроса линейна и убывает, а предельные издержки всех фирм постоянны. Выберите верные утверждения.","1) Если на рынке функционирует монополия, то двукратное увеличение спроса при всех ценах приведёт к повышению цены   ","2) Если на рынке функционирует монополия, то параллельный сдвиг кривой спроса вправо приведёт к повышению цены","3) Если рынок является совершенно конкурентным, то двукратное увеличение спроса при всех ценах приведёт к повышению равновесной цены","4) Если рынок является совершенно конкурентным, то параллельный сдвиг кривой спроса вправо приведёт к повышению равновесной цены",,1,economics,REG,market structures,1,False,0,0,
1702,"На конкурентном рынке функция дефицита задана уравнением ∆Q = 22 − 3P, а функция превышения цены предложения над ценой спроса - уравнением ∆P = 2Q − 36. Выручка производителей в отсутствие вмешательства государства равна:",1) 0.0,2) 66.0,3) 110.0,4) 132.0,5) для ответа недостаточно данных,3,economics,ZAKL,market structures,1,False,0,0,
1703,"Функция спроса на труд имеет вид Ld = 80 − w, где Ldвеличина спроса на труд, а w-ставка заработной платы. Предложение труда задано функцией Ls = 20+3w, где Ls- величина предложения труда. При какой ставке заработной платы на рынке труда будет иметь место дефицит, равный 20?",1) 10.0,2) 20.0,3) 30.0,4) 40.0,5) 50.0,0,economics,ZAKL,labor market and trade unions,1,False,0,0,
1704,"Из-за того, что 30% рабочих предприятия приняли участие в забастовке, производительность труда снизилась на 20%. При этом выпуск фирмы изменился на:",1) -44%,2) +6%,3) -10%,4) +10%,5) нет верного ответа,0,economics,REG,labor market and trade unions,1,False,0,0,
1705,При прочих равных условиях сдвиг вниз-влево кривой спроса на труд может быть связан с:,1) понижением спроса на продукт труда    ,2) ростом цен на ресурс-заменитель,3) понижением цены на дополняющий ресурс,4) увеличением спроса на продукт труда,5) нет правильного ответа,0,economics,REG,labor market and trade unions,1,False,0,0,
1706,"Если в отрасли действует профсоюз, ограничивающий предложение труда, то по сравнению с конкурентным рынком. . .","1) ставка заработной платы будет больше, а труда будет нанято меньше   ","2) ставка заработной платы будет меньше, а труда будет нанято больше","3) ставка заработной платы будет больше, и труда будет нанято больше","4) ставка заработной платы будет меньше, и труда будет нанято меньше ",5) ничего определенного сказать нельзя,0,economics,SIB,labor market and trade unions,1,False,0,0,
