question_id,ask_text,right_answer,subject,source,theme,may_in_subway,have_photo,number_of_decisions,number_of_correct_decisions,photo_url
178,"На рынке совершенной конкуренции снижение ставки потоварного налога, уплачиваемого производителями товара, может привести к тому, что величина суммарных налоговых выплат по этому налогу останется без изменений.",1,economics,REG,government intervention,1,0,0,0,
179,"Если на рынке бензина наблюдается тенденция к росту цен, потребители бензина обязательно выиграют от заморозки цены на него.",0,economics,REG,government intervention,1,0,0,0,
180,В некотором городе рынок колбасы совершенно-конкурентный. Перед выборами мэра один из кандидатов пообещал в случае своей победы установить потолок цены на колбасу ниже равновесной цены. В результате введения такой меры благосостояние потребителей колбасы обязательно улучшится.,0,economics,REG,government intervention,1,0,0,0,
181,Снижение потоварного налога на производителей приводит к росту эластичности спроса в точке равновесия.,0,economics,REG,government intervention,1,0,0,0,
182,"Налог с продаж сильнее сокращает потребительский излишек, чем абсолютный потоварный налог.",0,economics,SIB,government intervention,1,0,0,0,
183,"При регрессивном налогообложении, налогоплательщик с более высокими доходами всегда платит меньше денег в качестве налога.",0,economics,SIB,government intervention,1,0,0,0,
184,"Переход от прогрессивного к пропорциональному налогообложению, как правило, приводит к тому, что люди перестают скрывать свои доходы, и масштабы теневой экономики сокращаются.",1,economics,SIB,government intervention,1,0,0,0,
185,Верно ли утверждение: «Обложение монополиста налогом на объём продаж всегда вызывает повышение рыночной цены на сумму налога»?,0,economics,REG,government intervention,1,0,0,0,
186,Источником рыночной власти на монополистически конкурентном рынке является дифференциация товаров.,1,economics,,market structures,1,0,0,0,
187,"Монополистическая конкуренция - тип рынка, наиболее близкий к совершенной конкуренции.",1,economics,,market structures,1,0,0,0,
188,Общей чертой рынков несовершенной конкуренции является наличие рыночной власти у фирм.,1,economics,,market structures,1,0,0,0,
189,Фирмы на рынке монополистической конкуренции получают нулевую экономическую прибыль в долгосрочном периоде:,1,economics,,market structures,1,0,0,0,
190,Максимум прибыли фирмы на рынке монополистической конкуренции в долгосрочном периоде достигается при P = AC.,1,economics,REG,market structures,1,0,0,0,
191,Величина используемого капитала может служить барьером для входа в отрасль.,1,economics,MOSH,market structures,1,0,0,0,
192,"Любая фирма будет производить в краткосрочном периоде, пока цена её продукции будет выше AC.",1,economics,ZAKL,market structures,1,0,0,0,
193,Фирмы на рынке монополистической конкуренции в краткосрочном периоде ведут себя как совершенные конкуренты:,0,economics,,market structures,1,0,0,0,
194,"Если у фирмы на рынке монополистической конкуренции в точке оптимума P > min AVC, то фирма продолжит деятельность в краткосрочном периоде.",0,economics,MOSH,market structures,1,0,0,0,
195,Оптимум фирмы не может достигаться на возрастающем участке кривой средней прибыли.,0,economics,MOSH,market structures,1,0,0,0,
196,"Если у фирмы на рынке монополистической конкуренции в точке оптимума P > min AVC, то фирма продолжит деятельность в краткосрочном периоде.",0,economics,MOSH,market structures,1,0,0,0,
197,"На рынке монополии присутствует фирма А. Фирма Б объявила о выходе на данный рынок в ближайшем будущем. Решение фирмы Б об объёме производимой продукции будет зависеть от своих предельных издержек, но не будет зависеть от предельных издержек фирмы А.",0,economics,REG,market structures,1,0,0,0,
198,"На рынке монополистической конкуренцией фирмы производят товары, характеризующиеся высокими положительными значениями перекрестной эластичности спроса.",1,economics,ZAKL,market structures,1,0,0,0,
199,"Если технология производства характеризуется тем, что в краткосрочном периоде средние переменные затраты постоянны, то есть не зависят от выпуска, в отрасли более вероятна несовершенная конкуренция, чем совершенная.",1,economics,REG,market structures,1,0,0,0,
200,"И в условиях монополистической конкуренции, и в условиях совершенной конкуренции, фирмы в долгосрочном периоде производят при P = AC.",1,economics,REG,market structures,1,0,0,0,
201,При росте числа фирм на рынке суммарная прибыль фирм не увеличивается.,0,economics,REG,market structures,1,0,0,0,
202,"Доход производителей сельскохозяйственной продукции от продажи зерна может оказаться выше, чем запланированный, в случае неурожая (когда произведено и продано зерна меньше, чем было запланировано)?",1,economics,MUN,market structures,1,0,0,0,
203,С увеличением числа потребителей эластичность рыночного спроса на общественное благо при фиксированном уровне цены не возрастает,1,economics,ZAKL,market structures,1,0,0,0,
204,Пусть рыночный спрос на товар является убывающей функцией по цене. Тогда предельная выручка никогда не бывает больше цены дополнительно реализованной единицы продукции при любом типе рыночной структуры.,1,economics,REG,market structures,1,0,0,0,
205,Кривая предложения монополистически конкурентной фирмы в краткосрочном периоде представлена участком кривой МС выше кривой АVС.,0,economics,MUN,market structures,1,0,0,0,
206,"Монопсония - ситуация, когда на рынке присутствуют только один покупатель и один продавец.",0,economics,MUN,market structures,1,0,0,0,
207,"Совокупный доход производителей продукции, спрос на которую характеризуется постоянной эластичностью, не может зависеть от объёма продаж.",0,economics,MUN,market structures,1,0,0,0,
208,"Монопсония - ситуация, когда на рынке присутствуют только один покупатель и один продавец.",0,economics,REG,market structures,1,0,0,0,
209,При увеличении числа фирм на рынке равновесная цена всегда уменьшается.,0,economics,REG,market structures,1,0,0,0,
210,"Если предельный доход фирмы (MR) равен её предельным издержкам (MC), это означает, что фирма выбрала оптимальный объём производства, позволяющий получить максимум прибыли.",0,economics,SIB,market structures,1,0,0,0,
211,Оптимальный объём выпуска монополистически конкурентной фирмы находится на возрастающем участке кривой МС.,0,economics,REG,market structures,1,0,0,0,
212,"При данной цене продукции кривая предельной выручки переменного фактора производства – труда (MRPL) наклонена вниз, потому что предельный продукт труда (MPL) становится больше с уменьшением используемого труда.",1,economics,ZAKL,labor market and trade unions,1,0,0,0,
213,Профсоюзу всегда выгодно бороться за повышение текущего значения ставки зарплаты.,0,economics,ZAKL,labor market and trade unions,1,0,0,0,
214,"Когда предельный продукт труда является постоянной положительной величиной, график общего продукта труда является горизонтальной линией.",0,economics,REG,labor market and trade unions,1,0,0,0,
215,У профсоюза на рынке труда отсутствует кривая предложения.,1,economics,ZAKL,labor market and trade unions,1,0,0,0,
216,"Если досуг для работающих пенсионеров является нормальным благом, то при увеличении размера пенсий предложение труда пенсионеров снижается.",1,economics,REG,labor market and trade unions,1,0,0,0,
217,"Если AP(L) > MP(L), то производительность труда возрастает.",0,economics,MUN,labor market and trade unions,1,0,0,0,
218,При построении кривой предельного продукта труда работники должны быть упорядочены по убыванию производительности их труда.,0,economics,MUN,labor market and trade unions,1,0,0,0,
219,Сдвиг кривой предложения труда не мог быть напрямую вызван техническими инновациями в производственном процессе.,0,economics,MUN,labor market and trade unions,1,0,0,0,
220,Спрос монопсониста на труд задаётся частью кривой предельного продукта труда в денежном выражении.,0,economics,REG,labor market and trade unions,1,0,0,0,
221,Рост оплаты труда всегда связан со снижением занятости.,0,economics,ZAKL,labor market and trade unions,1,0,0,0,
222,"Сдвиг кривой спроса на труд влево-вниз мог быть вызван появлением на рынке труда новых работников, готовых работать только при повышенных ставках зарплаты.",0,economics,ZAKL,labor market and trade unions,1,0,0,0,
223,"Рассмотрим совершенно конкурентную фирму, которая производит продукцию, используя лишь один фактор производства - труд. В настоящий момент занятость обеспечивает максимум прибыли. Если ставка заработной платы возрастёт на 10% и цена выпуска возрастёт на 15%, то фирма предпочтёт сократить занятость.",0,economics,SIB,labor market and trade unions,1,0,0,0,
224,Отрасль – это совокупность рынков товаров с высокой взаимосвязанностью.,1,economics,ZAKL,other in microeconomics,1,0,0,0,
225,Примером ценовой дискриминации может служить продажа в разных магазинах одного и того же товара по разным ценам.,1,economics,ZAKL,other in microeconomics,1,0,0,0,
226,Некоторые экономические блага имеются в наличии в неограниченном количестве.,0,economics,MOSH,other in microeconomics,1,0,0,0,
227,"Товар, имеющий скрытые дефекты, относится к некачественным благам (инфериорным, низшего порядка).",0,economics,ZAKL,other in microeconomics,1,0,0,0,
228,Чистые общественные блага имеются в наличии в неограниченном количестве.,0,economics,MOSH,other in microeconomics,1,0,0,0,
229,"Предельная полезность любого редкого в экономическом смысле блага положительна.
",1,economics,ZAKL,other in microeconomics,1,0,0,0,
230,И положительный и отрицательный внешние эффекты сопровождаются заниженным уровнем цены экономического блага.,1,economics,MUN,other in microeconomics,1,0,0,0,
231,"Все экономические ресурсы являются экономическими благами, но не все экономические блага являются ресурсами.",1,economics,ZAKL,other in microeconomics,1,0,0,0,
232,Бухгалтерские затраты на производство не могу быть больше экономических затрат.,1,economics,SIB,other in microeconomics,1,0,0,0,
233,Доход собственника капитала от продажи предпринимателю права временного пользования капиталом называется процентом.,1,economics,SIB,other in microeconomics,1,0,0,0,
234,"Максимальная прибыль фирмы в условиях, когда все факторы переменные всегда не ниже, чем в случае, когда некоторые факторы являются фиксированными.",1,economics,REG,other in microeconomics,1,0,0,0,
235,Общественное благо не может производиться частной фирмой.,0,economics,MUN,other in microeconomics,1,0,0,0,
236,"Цена предложения - это максимальная цена, по которой производители готовы продать единицу товара.",0,economics,MUN,other in microeconomics,1,0,0,0,
237,Некачественные (инфериорные) блага порождают отрицательные внешние эффекты в потреблении.,0,economics,REG,other in microeconomics,1,0,0,0,
238,Бесплатный обед в школьной столовой – это чистое общественное благо.,0,economics,SIB,other in microeconomics,1,0,0,0,
239,"Известно, что за 2016 год экономическая прибыль бизнесмена выросла. Верно ли, что бухгалтерская прибыль также выросла?",0,economics,REG,other in microeconomics,1,0,0,0,
240,"Вася купил квартиру за 2 млн рублей, сделал в ней евроремонт за 1 млн рублей. Теперь он хочет её продать. Решение продать квартиру за 2,5 млн рублей свидетельствует о том, что Вася поступает нерационально.",0,economics,SIB,rare questions of microeconomics,1,0,0,0,
241,"В трагедии «Гамлет» Полоний советует Лаэрту: «Не занимай и не давай взаймы». С точки зрения экономической теории следование этому совету не
может являться рациональным поведением.
",0,economics,ZAKL,rare questions of microeconomics,1,0,0,0,
242,"Старик Хоттабыч может удовлетворить любую потребность, вырвав волосок из своей бороды. Если каждый вырванный волосок через неделю. вырастает заново, то Старик Хоттабыч не сталкивается с проблемой ограниченности ресурсов.",0,economics,ZAKL,rare questions of microeconomics,1,0,0,0,
243,"Вы желаете купить билеты на футбольный матч, но все билеты распроданы, и вы вынуждены обратиться на черный рынок. Вы даете приятелю следующие инструкции: «Если цена билета 150$, купи один билет; если 100$ - два; если 50$ - три». Прав ли приятель, считая, что вы ведете себя нерационально, так как за два билета готовы заплатить больше, чем за три?",0,economics,MUN,rare questions of microeconomics,1,0,0,0,
244,Ракетные войска стратегического назначения России (РВСН) защищают отечество. Услуги РВСН называют внешним эффектом.,0,economics,SIB,rare questions of microeconomics,1,0,0,0,
245,"В модели Рикардо страна, обладающая абсолютным преимуществом в производстве обоих благ, может не иметь сравнительного преимущества.",1,economics,MUN,rare questions of microeconomics,1,0,0,0,
246,"Все население страны состоит из трёх групп, внутри которых доходы распределены абсолютно равномерно. Каждая из групп получает ровно 1/3 совокупного дохода. Следовательно, в данной стране неравенство доходов отсутствует.",0,economics,MOSH,income inequality Gini and Lorenz,1,0,0,0,
247,Удвоение доходов всех домохозяйств приведёт к сокращению степени неравенства доходов.,0,economics,MOSH,income inequality Gini and Lorenz,1,0,0,0,
248,Регрессивная налоговая система не влияет на неравенство распределения доходов.,0,economics,MOSH,income inequality Gini and Lorenz,1,0,0,0,
249,"При изменении ставок пропорционального подоходного налога, степень неравенства доходов, измеренная при помощи коэффициента Джини, не изменится.",1,economics,SIB,income inequality Gini and Lorenz,1,0,0,0,
250,"Чем сильнее изгиб кривой Лоренца, тем больше значение коэффициента Джини и тем выше в экономике неравенство по доходам.",1,economics,SIB,income inequality Gini and Lorenz,1,0,0,0,
251,"Если всем жителям Новосибирской области ежемесячно выплачивать дополнительно по 5 тысяч рублей, то в области дифференциация населения по доходам уменьшится.",1,economics,SIB,income inequality Gini and Lorenz,1,0,0,0,
252,"Чем ближе кривая Лоренца к диагональной линии, тем более равномерно распределены доходы в обществе.",1,economics,SIB,income inequality Gini and Lorenz,1,0,0,0,
253,Сокращение доходов всех домохозяйств вдвое приведёт к сокращению степени неравенства доходов.,0,economics,REG,income inequality Gini and Lorenz,1,0,0,0,
254,По мере роста среднего уровня заработной платы в стране при прочих равных условиях степень неравенства доходов неизбежно снижается.,0,economics,SIB,income inequality Gini and Lorenz,1,0,0,0,
255,"Если ввести налог в размере 5000 рублей в месяц с каждого гражданина, то степень неравенства доходов, измеренная с помощью коэффициента Джини, не изменится.",0,economics,REG,income inequality Gini and Lorenz,1,0,0,0,
256,"Уровень экономического неравенства богатства обычно выше, чем доходов.",1,economics,REG,income inequality Gini and Lorenz,1,0,0,0,
257,Чистые инвестиции в жилищное строительство включаются в национальный доход.,1,economics,ZAKL,circuit model,1,0,0,0,
258,"В состоянии равновесия в любой модели кругооборота, независимо от количества макроэкономических агентов инвестиции равны частным сбережениям.",0,economics,ZAKL,circuit model,1,0,0,0,
259,Положительное значение чистого экспорта стимулирует рост величины чистых зарубежных инвестиций.,1,economics,ZAKL,circuit model,1,0,0,0,
260,Все переменные в модели экономического кругооборота являются показателями типа «поток».,1,economics,REG,circuit model,1,0,0,0,
261,"Инвестиции равны национальным сбережениям в любой модели кругооборота, независимо от количества макроэкономических агентов.",0,economics,SIB,circuit model,1,0,0,0,
262,Показатель валовых инвестиций является показателем запаса.,0,economics,ZAKL,circuit model,1,0,0,0,
263,Текущие потребительские расходы - самая нестабильная компонента совокупных расходов в течение экономического цикла.,0,economics,MUN,circuit model,1,0,0,0,
264,"Валовой внутренний продукт отличается от валового национального продукта на сумму, равную чистому доходу факторов.",1,economics,ZAKL,GDP and GNP,1,0,0,0,
265,"Амортизационные отчисления включаются в чистый национальный продукт, но не включаются в чистый внутренний продукт.",0,economics,ZAKL,GDP and GNP,1,0,0,0,
266,Покупка акций является частью инвестиционных расходов.,0,economics,MOSH,GDP and GNP,1,0,0,0,
267,"Национальный доход - это сумма заработной платы, прибыли, ренты, процентных платежей и амортизации частных фирм.",0,economics,REG,GDP and GNP,1,0,0,0,
268,"В начале 1901 года страны A и B устроили соревнование, чей ВВП через 100 лет будетбольше. На тот момент ВВП страны A был равен ВВП страны B. Известно, что следующие 100 лет ВВП страны А увеличивался ежегодно на 1%, а ВВП страны B в нечетные годы (1901, 1903 и т.д.) увеличивался на 2%, а в четные (1902, 1904 и т.д.) не изменялся. Верно ли, что через 100 лет ВВП страны A больше ВВП страны B?",1,economics,REG,GDP and GNP,1,0,0,0,
269,"В сентябре 2016 года Минэкономразвития ожидало снижения ВВП России по итогам 2016 г. на 0,6%, а в 2017 г. –– рост на 0,6%. Согласно этому прогнозу, по итогам двух указанных лет ВВП России должен снизиться.",1,economics,REG,GDP and GNP,1,0,0,0,
270,"Проценты, выплачиваемые по государственным облигациям, не учитываются при подсчете ВВП.",1,economics,SIB,GDP and GNP,1,0,0,0,
271,"Номинальный ВНП всегда больше, чем реальный ВНП.",0,economics,REG,GDP and GNP,1,0,0,0,
272,"Если человек выиграл автомобиль в шоу «Поле чудес», то это приведёт к росту ВВП на величину рыночной стоимости автомобиля.",0,economics,ZAKL,GDP and GNP,1,0,0,0,
273,Чистый доход иностранных факторов может быть отрицательной величиной.,1,economics,MUN,GDP and GNP,1,0,0,0,
274,"Валовой национальный продукт всегда больше, чем чистый внутренний продукт страны.",0,economics,REG,GDP and GNP,1,0,0,0,
275,"Если в экономике объём инвестиций меньше суммы частных и государственных сбережений, то величина чистого экспорта является отрицательной.",0,economics,REG,GDP and GNP,1,0,0,0,
276,"Увеличение объёма первичных доходов, полученных резидентами за границей, ведет к увеличению объёма ВВП.",0,economics,REG,GDP and GNP,1,0,0,0,
277,"Валовой внутренний продукт России отличается от валового национального продукта России на сумму, равную доходам россиян за границей.",0,economics,ZAKL,GDP and GNP,1,0,0,0,
278,Национальный доход данной страны положительно зависит от размера национального дохода других стран.,1,economics,REG,GDP and GNP,1,0,0,0,
279,В кейнсианской модели ставка реальной заработной платы и цены жёсткие.,0,economics,MOSH,AD AS model,1,0,0,0,
280,Рост общего уровня цен приводит к снижению уровня реального богатства и смещению кривой совокупного спроса влево-вниз.,0,economics,MOSH,AD AS model,1,0,0,0,
281,"Сдвиг кривой совокупного спроса вправо в долгосрочном периоде всегда приводит к инфляции, независимо от формы кривой краткосрочного совокупного предложения",1,economics,ZAKL,AD AS model,1,0,0,0,
282,Равновесный объём производства в экономике не может быть выше потенциального.,0,economics,REG,AD AS model,1,0,0,0,
283,В рамках кейнсианского подхода увеличение совокупного спроса не вызовет увеличение равновесного ВНП.,0,economics,ZAKL,AD AS model,1,0,0,0,
284,"В долгосрочном периоде предложение товаров более эластично, а спрос менее эластичен, чем в краткосрочном.",0,economics,ZAKL,AD AS model,1,0,0,0,
285,"В период инфляции изменяются абсолютные цены товаров, а не относительные.",0,economics,MOSH,price index and deflator,1,0,0,0,
286,"Если индекс цен Пааше равен единице, то и индекс цен Ласпейреса должен быть равен единице.",0,economics,MOSH,price index and deflator,1,0,0,0,
287,"Если отношение объёма государственного долга к ВВП за последний год удвоилось, то и отношение процентных выплат по государственному долгу к ВВП должно было удвоиться.",0,economics,MOSH,price index and deflator,1,0,0,0,
288,"Если предыдущий год является базовым, то эластичность темпа инфляции по дефлятору текущего года равна 1.",0,economics,MOSH,price index and deflator,1,0,0,0,
289,"Если в январе уровень инфляции в месячном исчислении составил 12%, в феврале 9%, то в целом за два месяца уровень цен вырос на 21%.",0,economics,VP,price index and deflator,1,0,0,0,
290,"Если уровень цен снизился на 10%, то это дезинфляция.",0,economics,MOSH,price index and deflator,1,0,0,0,
291,"Если уровень цен в данном году выше, чем в базовом, то дефлятор ВНП меньше 1.",0,economics,ZAKL,price index and deflator,1,0,0,0,
292,"Если за прошедший год покупательная способность денег упала на треть, то темп инфляции составил 50% в годовом исчислении.",1,economics,ZAKL,price index and deflator,1,0,0,0,
293,"Индекс цен уменьшится, если дефляция в I полугодии составит 10%, инфляция во II полугодии составит 10%.",1,economics,ZAKL,price index and deflator,1,0,0,0,
294,При расчёте индекса потребительских цен не учитывается эффект замещения более дорогих товаров более дешёвыми.,1,economics,ZAKL,price index and deflator,1,0,0,0,
295,Номинальная ставка процента всегда больше реальной ставки процента.,0,economics,MUN,price index and deflator,1,0,0,0,
296,"В условиях дефляции темп прироста дефлятора ВВП находится в интервале меньше 0, но больше -1.",0,economics,REG,price index and deflator,1,0,0,0,
297,Индекс цен Пааше может быть равен индексу цен Ласпейреса только в базовом году.,0,economics,REG,price index and deflator,1,0,0,0,
298,Неожиданная дезинфляция приводит к проигрышам кредиторов и выигрышам заёмщиков.,0,economics,REG,price index and deflator,1,0,0,0,
299,"Для удвоения ВВП в течение 10 лет, необходимо, чтобы среднегодовой прирост ВВП составлял 10%.",0,economics,SIB,price index and deflator,1,0,0,0,
300,"Если цены в период с 1989 по 1993г. постоянно росли, то дефлятор ВНП 1989-го года будет больше 1, если в качестве базовых используются цены 1993-го года.",0,economics,SIB,price index and deflator,1,0,0,0,
301,"Если темп инфляции снизился на 2%, то это - дефляция",0,economics,ZAKL,price index and deflator,1,0,0,0,
302,"Индекс цен за год вырастет, если в I полугодии инфляция составит 10%, а во II полугодии дефляция составит 10%.",0,economics,SIB,price index and deflator,1,0,0,0,
303,"Если уровень безработицы растёт, то это не всегда означает, что численность безработных увеличилась.",1,economics,MOSH,unemployment and Okuns law,1,0,0,0,
304,Закон Оукена описывает соотношение между уровнем циклической безработицы и относительным отклонением фактического ВВП данного года от фактического ВВП предыдущего года.,0,economics,MOSH,unemployment and Okuns law,1,0,0,0,
305,В условиях полной занятости уровень структурной безработицы равен нулю.,0,economics,MOSH,unemployment and Okuns law,1,0,0,0,
306,Увеличение размеров пособия по безработице способствует росту уровня безработицы.,1,economics,SIB,unemployment and Okuns law,1,0,0,0,
307,Невозможность найти работу по специальности при наличии рабочих мест в других отраслях экономики - это пример фрикционной безработицы.,0,economics,MUN,unemployment and Okuns law,1,0,0,0,
308,"Если работника увольняют с места работы, где он работал на условиях совмещения, то уровень безработицы возрастает.",0,economics,MUN,unemployment and Okuns law,1,0,0,0,
309,Уровень безработицы рассчитывается как процентное отношение количества безработных к общей численности трудоспособного населения.,0,economics,MUN,unemployment and Okuns law,1,0,0,0,
310,"Если правительство будет использовать все меры для борьбы с безработицей, то в долгосрочном периоде можно достичь её нулевого уровня.",0,economics,SIB,unemployment and Okuns law,1,0,0,0,
311,"Если человек теряет работу, то он выбывает из состава экономически активного населения.",0,economics,SIB,unemployment and Okuns law,1,0,0,0,
312,"В соответствии с законом Оукена, потенциальный ВВП меньше его фактического уровня, если фактический уровень безработицы больше естественного уровня.",0,economics,ZAKL,unemployment and Okuns law,1,0,0,0,
313,Закон Оукена характеризует зависимость между потенциальным ВВП и естественным уровнем безработицы.,0,economics,ZAKL,unemployment and Okuns law,1,0,0,0,
314,"Скрытая безработица –– явление, обусловленное, в основном, тем, что не все незанятые люди регистрируются в службах занятости.",0,economics,REG,unemployment and Okuns law,1,0,0,0,
315,"Чтобы достичь максимального темпа экономического роста, государство всегда должно стремиться минимизировать уровень безработицы.",0,economics,REG,unemployment and Okuns law,1,0,0,0,
316,"Если фактический ВВП равен потенциальному, то структурная безработица в стране отсутствует.",0,economics,SIB,unemployment and Okuns law,1,0,0,0,
317,"В экономике, в которой происходят изменения в темпах роста совокупного спроса, должна существовать отрицательная зависимость между непрогнозируемой инфляцией и циклической безработицей.",1,economics,VP,unemployment and Okuns law,1,0,0,0,
318,Снижение государственных закупок и налогов на одинаковую величину может привести к сокращению ВВП.,1,economics,REG,fiscal policy,1,0,0,0,
319,"Определением регрессивной налоговой системы может быть следующее: «Налоговая система в целом является регрессивной, если бедные платят большую сумму налогов, чем богатые».",0,economics,ZAKL,fiscal policy,1,0,0,0,
320,Единственным источником доходов государства в закрытой экономике являются налоговые поступления.,0,economics,MOSH,fiscal policy,1,0,0,0,
321,"Если население сберегает 20% прироста своего дохода, то мультипликатор государственных расходов равен 5.",1,economics,SIB,fiscal policy,1,0,0,0,
322,Действие автоматических стабилизаторов всегда сопровождается сокращением совокупных расходов.,0,economics,ZAKL,fiscal policy,1,0,0,0,
323,"Когда государство имеет дефицит бюджета, то всегда можно утверждать, что оно проводило стимулирующую фискальную политику.",0,economics,REG,fiscal policy,1,0,0,0,
324,"Бюджет, доходы которого превышают расходы, называется профицитным.",1,economics,MUN,fiscal policy,1,0,0,0,
325,Увеличение ставки налога необязательно приводит к повышению поступлений в бюджет.,1,economics,REG,fiscal policy,1,0,0,0,
326,"Снижение трансфертов на X рублей приведёт к такому же снижению величины бюджетного дефицита, что и рост налогов на X рублей, при условии, что трансферты и налоги не зависят от величины совокупного дохода.",1,economics,SIB,fiscal policy,1,0,0,0,
327,"Если правительство увеличивает аккордные налоги на такую же величину , на которую увеличивает государственные трансферты, то совокупный спрос может не измениться.",1,economics,ZAKL,fiscal policy,1,0,0,0,
328,"Снижение государственных закупок сокращает как совокупный спрос, так и совокупное предложение.",0,economics,MUN,fiscal policy,1,0,0,0,
329,В развитых странах основным источником налоговых поступлений служат прямые налоги.,1,economics,MOSH,fiscal policy,1,0,0,0,
330,"Чтобы не допустить эмиссионного финансирования бюджета, покупка и продажа государственных ценных бумаг может осуществляться только на вторичном рынке.",1,economics,MUN,fiscal policy,1,0,0,0,
331,Продажа государственных ценных бумаг с целью покрытия дефицита бюджета на денежную массу не влияет.,0,economics,VP,monetary policy,1,0,0,0,
332,"Когда объём денежной массы в стране сокращается, население имеет меньше денег для хранения, поэтому ставка процента падает.",0,economics,MUN,monetary policy,1,0,0,0,
333,"Если государственные расходы превышают налоговые поступления в бюджет, государство обязательно выступает заёмщиком на финансовом рынке.",0,economics,ZAKL,monetary policy,1,0,0,0,
334,"Если центральный банк покупает государственные облигации у населения на $10.000, а норма резервных требований составляет 20%, то максимальное увеличение предложения денег составит $40.000.",1,economics,REG,monetary policy,1,0,0,0,
335,"Изменение процентной ставки под влиянием увеличения Центральным банком предложения денег - ценовой фактор, определяющий изменение величины совокупного спроса.",0,economics,ZAKL,monetary policy,1,0,0,0,
336,Рост нормы резервных требований ведёт к росту величины банковского мультипликатора и увеличивает предложение денег.,0,economics,REG,monetary policy,1,0,0,0,
337,Снижение Центральным банком нормы обязательных резервов положительно скажется на доходности вкладчиков коммерческих банков.,0,economics,REG,monetary policy,1,0,0,0,
338,"Обычно предполагается, что продажа государством ГКО на открытом рынке отрицательно воздействует на объём инвестиций.",1,economics,REG,monetary policy,1,0,0,0,
339,"Чем больше доля наличных денег в составе денежной массы страны, тем меньшим будет эффект депозитной мультипликации.",1,economics,SIB,monetary policy,1,0,0,0,
340,"Кредитно-денежная политика, направленная на поддержание стабильной ставки процента, носит проциклический характер.",1,economics,REG,monetary policy,1,0,0,0,
341,"Если центральный банк, совершая операции на открытом рынке, проводит стимулирующую монетарную политику, то цены облигаций будут расти.",1,economics,REG,monetary policy,1,0,0,0,
